Name,URL,Summary,Category
Pro Arts,https://volunteerinfo.org/pro-arts/,"Pro Arts inspires change, creativity and community. We provide creative platforms for artists, youth and public audiences to engage in and through the visual arts, connect with artists, and support arts education. Annually we produce over 20 exhibitions, exhibit over …","Arts and Culture, East Bay, Oakland, Performing and Fine Arts"
The Richmond Art Center,https://volunteerinfo.org/the-richmond-art-center-2/,"The Richmond Art Center is an East Bay institution that hosts art exhibitions that showcase the work of emerging and established artists and offers a full range of art classes, camps and workshops and free community art programs for kids, …","Arts and Culture, East Bay, Richmond"
Museums of Los Gatos,https://volunteerinfo.org/museums-of-los-gatos/,"The Museums of Los Gatos needs volunteers to provide their skills and talents in several volunteer positions. Our volunteers help with special projects such as installing/de-installing exhibits, helping with events and most importantly, acting as museum docents by providing assistance …","Arts and Culture, Education and Literacy, Library and Resource Centers, Los Gatos, South Bay"
San Francisco Architectural Heritage/Haas-Lilienthal,https://volunteerinfo.org/san-francisco-architectural-heritagehaas-lilienthal/,The Haas-Lilienthal House is an historic house museum and landmark located in the Pacific Heights neighborhood of San Francisco. The house is maintained by SF Architectural Heritage. There are several gardens adjacent to the House that require extensive care and …,"Arts and Culture, Museums and History, Peninsula, Professional Association, San Francisco"
San Francisco Performances,https://volunteerinfo.org/san-francisco-performances-2/,"San Francisco Performances wants to ensure that performances are enjoyable and stress-free for all audience members. In order to do so, we rely on the help of informed and friendly ushers. Usher’s duties include ticket-taking, seat assistance, handing out programs …","Arts and Culture, Berkeley, East Bay, Performing and Fine Arts"
Museum of Art and Digital Entertainment,https://volunteerinfo.org/museum-of-art-and-digital-entertainment/,The MADE is a center and museum dedicated to activities that engage participants with all forms of digital art and entertainment. a. The preservation of historic artistic works in the digital media. b. The education of the public in the …,"Arts and Culture, Computers and Technology, East Bay, Miscellaneous, Museums and History, Oakland"
Montalvo Arts Center,https://volunteerinfo.org/montalvo-arts-center/,"Montalvo Arts Center is an oasis of culture and nature whose mission is to create and present arts of all types, nurture artists, and use our historic Villa, buildings, and grounds in innovative ways that engage people in the creative …","Arts and Culture, Environment, Peninsula, Performing and Fine Arts, South Bay"
Art Is Moving,https://volunteerinfo.org/art-is-moving/,"Art is Moving is a collaboration between artists Lisa Rasmussen and Lauren Odell Usher. Our mission is to open the doors of the art world wide open, making it more accessible for everyone to take part in. We hope to …","Arts and Culture, East Bay, North Bay, Peninsula, Performing and Fine Arts, South Bay"
AFS Internationa Exchange Programs,https://volunteerinfo.org/afs-internationa-exchange-programs/,"AFS-USA (formerly the American Field Service), a 501(c)3 nonprofit organization, is a leader in intercultural learning and offers international exchange programs in more than 40 countries around the world through independent, nonprofit AFS Organizations, each with a network of volunteers, …","Arts and Culture, Children and Families, Immigrants and Refugees, International, Miscellaneous, North Bay, Peninsula, South Bay"
Streetside Stories,https://volunteerinfo.org/streetside-stories/,"Streetside Stories is a San Francisco Bay Area nonprofit that teaches storytelling through writing, the arts, and technology. Our programs encourage young people to draw on their own experiences for inspiration. As they share their true stories, they begin to …","Arts and Culture, Education and Literacy, Peninsula, Performing and Fine Arts, San Francisco"
Shady Shakespeare,https://volunteerinfo.org/shady-shakespeare/,Shady Shakespeare Theatre Company is committed to making Shakespeare accessible to people of all ages and backgrounds and to building community through cultural participation. Our mission is to share the works of William Shakespeare in a way that demystifies the …,"Arts and Culture, Performing and Fine Arts, Santa Clara, South Bay"
SF Camerawork,https://volunteerinfo.org/sf-camerawork/,"SF Camerawork is a nonprofit organization that encourages emerging and mid-career artists to explore new directions in photography and related media. SF Camerawork’s exhibitions are nationally recognized as a focal point for innovation, a pacesetter for new trends in the …","Arts and Culture, Peninsula, San Francisco"
San Jose Rep,https://volunteerinfo.org/san-jose-rep/,"The Mission of the San Jose Repertory Theatre is to engage, entertain and inspire people. We produce innovative theatrical performances that offer fresh perspectives into the human condition, educational programs that promote life-long learning, and outreach initiatives that benefit our …","Arts and Culture, Performing and Fine Arts, San Jose, South Bay"
San Jose Museum of Quilts & Textiles,https://volunteerinfo.org/san-jose-museum-of-quilts-textiles/,"The mission of the San Jose Museum of Quilts & Textiles is to promote the art, craft and history of quilts and textiles. Textile art transcends cultural, ethnic, age and gender boundaries and encompasses traditional as well as contemporary forms. …","Arts and Culture, Museums and History, San Jose, South Bay"
San Jose Japanese American Citizens League,https://volunteerinfo.org/san-jose-japanese-american-citizens-league/,"SJ JACL is committed to upholding the mission of national JACL while offering educational, civil rights, cultural, community building and social programs and activities of particular relevance and interest to the local community. As a nonprofit organization, we continuously seek …","Arts and Culture, San Jose, South Bay"
San Francisco Symphony,https://volunteerinfo.org/san-francisco-symphony/,"The San Francisco Symphony sets the highest possible standard for excellence in musical performance at home and around the world; Enriches, serves, and shapes cultural life throughout the spectrum of Bay Area communities; Maintains financial stability and gains public recognition …","Arts and Culture, Peninsula, Performing and Fine Arts, San Francisco"
San Francisco Performances,https://volunteerinfo.org/san-francisco-performances/,"Founded in 1979, San Francisco Performances is the Bay Area’s leading independent presenter of chamber music, vocal and instrumental recitals, jazz and contemporary dance. Under the artistic direction of its founder, Ruth Felt, the organization presents internationally acclaimed and emerging …","Arts and Culture, Peninsula, Performing and Fine Arts, San Francisco"
San Francisco Opera,https://volunteerinfo.org/san-francisco-opera/,San Francisco Opera is the second largest opera company in North America. Gaetano Merola and Kurt Herbert Adler were the Company’s first two general directors. Merola led the Company from its founding in 1923 until his death in 1953; Adler …,"Arts and Culture, Peninsula, Performing and Fine Arts, San Francisco"
Museum of Craft and Design,https://volunteerinfo.org/museum-of-craft-and-design/,The Museum of Craft and Design (MCD) is an environment for experiencing innovative contemporary work in craft and design that engages the community while stimulating the creative potential in peoples’ lives. The Museum strives to encourage greater awareness and appreciation …,"Arts and Culture, Children and Families, Museums and History, Peninsula, San Francisco"
